Dataset,Sampler,Classifier,AUPRC_mean,AUPRC_std,Accuracy_mean,Accuracy_std,AUC_mean,AUC_std,F1_mean,F1_std
yeast_me2,None,KNN,0.24856902356902352,2.7755575615628914e-17,0.973063973063973,1.1102230246251565e-16,0.76602787456446,0.0,0.42857142857142855,0.0
yeast_me2,None,RF,0.16026936026936028,0.0,0.9696969696969697,0.0,0.9294425087108014,0.0,0.3076923076923077,0.0
yeast_me2,None,LR,0.11520858300519318,0.0,0.8215488215488216,0.0,0.8707317073170732,0.0,0.2318840579710145,0.0
yeast_me2,None,DT,0.07138047138047138,0.0,0.9494949494949495,0.0,0.5878048780487805,0.0,0.21052631578947367,0.0
yeast_me2,None,SVM,0.10084175084175082,1.3877787807814457e-17,0.8316498316498316,0.0,0.8689895470383275,0.0,0.21875,0.0
yeast_me2,None,GBM,0.10693602693602695,0.0,0.962962962962963,1.1102230246251565e-16,0.9175958188153309,0.0,0.26666666666666666,0.0
yeast_me2,None,XGBoost,0.20356902356902357,0.0,0.9696969696969697,0.0,0.9310104529616725,0.0,0.4,0.0
yeast_me2,EasyEnsembleClassifier,EasyEnsembleClassifier,0.12075830771482945,0.0,0.7946127946127947,0.0,0.8454703832752613,0.0,0.22784810126582278,0.0
yeast_me2,EditedNearestNeighbours,KNN,0.19797979797979798,0.0,0.962962962962963,1.1102230246251565e-16,0.756794425087108,0.0,0.42105263157894735,0.0
yeast_me2,EditedNearestNeighbours,RF,0.16026936026936028,0.0,0.9696969696969697,0.0,0.9118466898954705,1.1102230246251565e-16,0.3076923076923077,0.0
yeast_me2,EditedNearestNeighbours,LR,0.11340067340067342,1.3877787807814457e-17,0.8181818181818181,1.1102230246251565e-16,0.8703832752613241,0.0,0.22857142857142856,0.0
yeast_me2,EditedNearestNeighbours,DT,0.10441254651780967,1.3877787807814457e-17,0.9292929292929293,0.0,0.6738675958188153,0.0,0.27586206896551724,0.0
yeast_me2,EditedNearestNeighbours,SVM,0.10255384028968932,1.3877787807814457e-17,0.835016835016835,0.0,0.875609756097561,0.0,0.22222222222222224,2.7755575615628914e-17
yeast_me2,EditedNearestNeighbours,GBM,0.1344877344877345,0.0,0.9461279461279462,0.0,0.8121951219512196,0.0,0.3333333333333333,0.0
yeast_me2,EditedNearestNeighbours,XGBoost,0.11356902356902357,0.0,0.952861952861953,1.1102230246251565e-16,0.9195121951219513,0.0,0.3,0.0
yeast_me2,CondensedNearestNeighbour,KNN,0.1638938403644286,0.0,0.9427609427609427,1.1102230246251565e-16,0.7038327526132404,0.0,0.37037037037037035,0.0
yeast_me2,CondensedNearestNeighbour,RF,0.12356902356902355,0.0,0.9562289562289562,0.0,0.8897212543554007,0.0,0.3157894736842105,0.0
yeast_me2,CondensedNearestNeighbour,LR,0.08139254176990027,0.0,0.8282828282828284,1.1102230246251565e-16,0.816376306620209,1.1102230246251565e-16,0.19047619047619047,0.0
yeast_me2,CondensedNearestNeighbour,DT,0.0569023569023569,0.0,0.8956228956228957,0.0,0.6081881533101046,0.0,0.16216216216216217,0.0
yeast_me2,CondensedNearestNeighbour,SVM,0.12596801346801345,0.0,0.898989898989899,0.0,0.8790940766550521,1.1102230246251565e-16,0.2857142857142857,0.0
yeast_me2,CondensedNearestNeighbour,GBM,0.10441254651780967,1.3877787807814457e-17,0.9292929292929293,0.0,0.816376306620209,1.1102230246251565e-16,0.27586206896551724,0.0
yeast_me2,CondensedNearestNeighbour,XGBoost,0.19540644540644542,0.0,0.952861952861953,1.1102230246251565e-16,0.8724738675958188,0.0,0.4166666666666667,0.0
yeast_me2,RepeatedEditedNearestNeighbours,KNN,0.22516835016835018,0.0,0.9595959595959596,0.0,0.7569686411149826,0.0,0.4545454545454545,5.551115123125783e-17
yeast_me2,RepeatedEditedNearestNeighbours,RF,0.15214045214045213,0.0,0.962962962962963,1.1102230246251565e-16,0.9141114982578398,1.1102230246251565e-16,0.35294117647058826,0.0
yeast_me2,RepeatedEditedNearestNeighbours,LR,0.111652039520892,1.3877787807814457e-17,0.8148148148148147,1.1102230246251565e-16,0.8710801393728224,0.0,0.22535211267605634,0.0
yeast_me2,RepeatedEditedNearestNeighbours,DT,0.14183501683501684,0.0,0.9326599326599327,1.1102230246251565e-16,0.7238675958188152,0.0,0.3333333333333333,0.0
yeast_me2,RepeatedEditedNearestNeighbours,SVM,0.09919191919191918,0.0,0.8282828282828284,1.1102230246251565e-16,0.8801393728222997,0.0,0.21538461538461542,2.7755575615628914e-17
yeast_me2,RepeatedEditedNearestNeighbours,GBM,0.21346801346801345,0.0,0.9461279461279462,0.0,0.8783972125435542,1.1102230246251565e-16,0.42857142857142855,0.0
yeast_me2,RepeatedEditedNearestNeighbours,XGBoost,0.1344877344877345,0.0,0.9461279461279462,0.0,0.9118466898954705,0.0,0.3333333333333333,0.0
yeast_me2,AllKNN,KNN,0.18020202020202022,0.0,0.9595959595959596,0.0,0.755226480836237,0.0,0.4,0.0
yeast_me2,AllKNN,RF,0.2868686868686869,0.0,0.973063973063973,1.1102230246251565e-16,0.9114982578397213,0.0,0.5,0.0
yeast_me2,AllKNN,LR,0.11340067340067342,1.3877787807814457e-17,0.8181818181818181,1.1102230246251565e-16,0.8707317073170732,0.0,0.22857142857142856,0.0
yeast_me2,AllKNN,DT,0.1202020202020202,0.0,0.9393939393939394,0.0,0.6790940766550522,0.0,0.3076923076923077,0.0
yeast_me2,AllKNN,SVM,0.10084175084175082,1.3877787807814457e-17,0.8316498316498316,0.0,0.8773519163763066,0.0,0.21875,0.0
