Dataset,Sampler,Classifier,AUPRC_mean,AUPRC_std,Accuracy_mean,Accuracy_std,AUC_mean,AUC_std,F1_mean,F1_std
optical_digits,None,KNN,0.9423600058797803,0.0,0.9937722419928827,1.1102230246251565e-16,0.9952242469517889,0.0,0.967741935483871,0.0
optical_digits,None,RF,0.8294940848321632,1.1102230246251565e-16,0.9813167259786477,0.0,0.9993730156612683,0.0,0.8955223880597016,1.1102230246251565e-16
optical_digits,None,LR,0.6138790984123588,0.0,0.9412811387900357,1.1102230246251565e-16,0.9896836619442742,1.1102230246251565e-16,0.7642857142857142,0.0
optical_digits,None,DT,0.796619035607151,0.0,0.9777580071174377,1.1102230246251565e-16,0.92749659827646,0.0,0.8847926267281107,0.0
optical_digits,None,SVM,0.9244885772910685,0.0,0.9919928825622776,0.0,0.9981057068914916,0.0,0.9596412556053812,0.0
optical_digits,None,GBM,0.9098860216716613,0.0,0.9902135231316725,0.0,0.998408082317263,0.0,0.9483568075117372,1.1102230246251565e-16
optical_digits,None,XGBoost,0.9504785408683369,1.1102230246251565e-16,0.9946619217081849,1.1102230246251565e-16,0.9995553302562188,0.0,0.9724770642201837,1.1102230246251565e-16
optical_digits,EasyEnsembleClassifier,EasyEnsembleClassifier,0.583020202817076,0.0,0.9332740213523132,0.0,0.9469375594745781,0.0,0.740484429065744,0.0
optical_digits,EditedNearestNeighbours,KNN,0.9423600058797803,0.0,0.9937722419928827,1.1102230246251565e-16,0.9951886733722863,1.1102230246251565e-16,0.967741935483871,0.0
optical_digits,EditedNearestNeighbours,RF,0.8213747555384566,0.0,0.9804270462633452,0.0,0.9993863557535818,1.1102230246251565e-16,0.89,0.0
optical_digits,EditedNearestNeighbours,LR,0.6175119578144489,0.0,0.9421708185053381,0.0,0.9896214081801447,1.1102230246251565e-16,0.7670250896057348,0.0
optical_digits,EditedNearestNeighbours,DT,0.8439539777024949,0.0,0.9830960854092525,1.1102230246251565e-16,0.9465017831256727,0.0,0.9132420091324199,1.1102230246251565e-16
optical_digits,EditedNearestNeighbours,SVM,0.916338755535052,0.0,0.9911032028469752,1.1102230246251565e-16,0.9981146002863672,0.0,0.9553571428571429,0.0
optical_digits,EditedNearestNeighbours,GBM,0.9098860216716613,0.0,0.9902135231316725,0.0,0.9983902955275117,0.0,0.9483568075117372,1.1102230246251565e-16
optical_digits,EditedNearestNeighbours,XGBoost,0.9579515944284628,0.0,0.9955516014234875,0.0,0.998594843609651,1.1102230246251565e-16,0.9773755656108596,1.1102230246251565e-16
optical_digits,CondensedNearestNeighbour,KNN,0.4138025926282155,5.551115123125783e-17,0.8620996441281139,0.0,0.9949441050132067,0.0,0.5866666666666667,0.0
optical_digits,CondensedNearestNeighbour,RF,0.5396488872498816,0.0,0.918149466192171,1.1102230246251565e-16,0.9969851391371629,1.1102230246251565e-16,0.7032258064516129,0.0
optical_digits,CondensedNearestNeighbour,LR,0.4174339433393232,5.551115123125783e-17,0.8825622775800712,0.0,0.9691043462020756,0.0,0.6024096385542169,0.0
optical_digits,CondensedNearestNeighbour,DT,0.29166879992502764,0.0,0.791814946619217,0.0,0.8443922698611741,0.0,0.46330275229357804,5.551115123125783e-17
optical_digits,CondensedNearestNeighbour,SVM,0.9412327565352477,0.0,0.9937722419928827,1.1102230246251565e-16,0.9956689166955701,1.1102230246251565e-16,0.9683257918552035,1.1102230246251565e-16
optical_digits,CondensedNearestNeighbour,GBM,0.5586535951304634,0.0,0.9252669039145907,1.1102230246251565e-16,0.9924139341710912,1.1102230246251565e-16,0.72,0.0
optical_digits,CondensedNearestNeighbour,XGBoost,0.6240818945238378,0.0,0.9421708185053381,0.0,0.9927696699661162,0.0,0.7703180212014135,0.0
optical_digits,RepeatedEditedNearestNeighbours,KNN,0.9423600058797803,0.0,0.9937722419928827,1.1102230246251565e-16,0.9951886733722863,1.1102230246251565e-16,0.967741935483871,0.0
optical_digits,RepeatedEditedNearestNeighbours,RF,0.8538520727132827,0.0,0.9839857651245552,0.0,0.9990306199585568,0.0,0.9117647058823529,0.0
optical_digits,RepeatedEditedNearestNeighbours,LR,0.6211883245147678,0.0,0.9430604982206405,0.0,0.9896658751545229,1.1102230246251565e-16,0.7697841726618705,0.0
optical_digits,RepeatedEditedNearestNeighbours,DT,0.767071044947676,0.0,0.9741992882562279,1.1102230246251565e-16,0.921511343525164,0.0,0.867579908675799,0.0
optical_digits,RepeatedEditedNearestNeighbours,SVM,0.916338755535052,0.0,0.9911032028469752,1.1102230246251565e-16,0.9981234936812429,0.0,0.9553571428571429,0.0
optical_digits,RepeatedEditedNearestNeighbours,GBM,0.9017675668692193,1.1102230246251565e-16,0.98932384341637,1.1102230246251565e-16,0.9986393105840292,0.0,0.9433962264150944,0.0
optical_digits,RepeatedEditedNearestNeighbours,XGBoost,0.9504785408683369,1.1102230246251565e-16,0.9946619217081849,1.1102230246251565e-16,0.9987282445327856,0.0,0.9724770642201837,1.1102230246251565e-16
optical_digits,AllKNN,KNN,0.9423600058797803,0.0,0.9937722419928827,1.1102230246251565e-16,0.9951886733722863,1.1102230246251565e-16,0.967741935483871,0.0
optical_digits,AllKNN,RF,0.8213747555384566,0.0,0.9804270462633452,0.0,0.9993863557535818,1.1102230246251565e-16,0.89,0.0
optical_digits,AllKNN,LR,0.6175119578144489,0.0,0.9421708185053381,0.0,0.9896214081801447,1.1102230246251565e-16,0.7670250896057348,0.0
optical_digits,AllKNN,DT,0.8439539777024949,0.0,0.9830960854092525,1.1102230246251565e-16,0.9465017831256727,0.0,0.9132420091324199,1.1102230246251565e-16
