Dataset,Sampler,Classifier,AUPRC_mean,AUPRC_std,Accuracy_mean,Accuracy_std,AUC_mean,AUC_std,F1_mean,F1_std
thyroid_sick,None,KNN,0.29269952621521866,0.0,0.9523178807947021,1.1102230246251565e-16,0.8618078125958177,0.0,0.47058823529411764,0.0
thyroid_sick,None,RF,0.7953786351857184,0.0,0.9867549668874173,0.0,0.9990954804685105,0.0,0.8837209302325582,0.0
thyroid_sick,None,LR,0.28520915256588364,0.0,0.8688741721854305,0.0,0.961611577850003,0.0,0.4590163934426229,5.551115123125783e-17
thyroid_sick,None,DT,0.8564708482044209,0.0,0.9907284768211919,1.1102230246251565e-16,0.9442417366775004,0.0,0.9213483146067416,0.0
thyroid_sick,None,SVM,0.33344606873634075,0.0,0.8913907284768212,0.0,0.9684491322744833,0.0,0.5119047619047619,0.0
thyroid_sick,None,GBM,0.7762375959492391,0.0,0.985430463576159,1.1102230246251565e-16,0.998190960937021,0.0,0.8735632183908046,0.0
thyroid_sick,None,XGBoost,0.8186998112422816,1.1102230246251565e-16,0.9880794701986755,0.0,0.9988655178757588,0.0,0.9010989010989011,0.0
thyroid_sick,EasyEnsembleClassifier,EasyEnsembleClassifier,0.48640712756204685,0.0,0.9403973509933775,0.0,0.9479364690010426,0.0,0.6616541353383458,0.0
thyroid_sick,EditedNearestNeighbours,KNN,0.2810061546213648,0.0,0.9470198675496688,0.0,0.8778438707303613,1.1102230246251565e-16,0.4871794871794871,5.551115123125783e-17
thyroid_sick,EditedNearestNeighbours,RF,0.7750197494222832,0.0,0.985430463576159,1.1102230246251565e-16,0.9979916600233028,0.0,0.8705882352941178,1.1102230246251565e-16
thyroid_sick,EditedNearestNeighbours,LR,0.2831099833637265,0.0,0.8622516556291391,0.0,0.9601091555773594,0.0,0.4526315789473684,5.551115123125783e-17
thyroid_sick,EditedNearestNeighbours,DT,0.8777920354536237,0.0,0.9920529801324504,0.0,0.9652756484945118,1.1102230246251565e-16,0.9347826086956521,1.1102230246251565e-16
thyroid_sick,EditedNearestNeighbours,SVM,0.328904483535223,0.0,0.8847682119205299,1.1102230246251565e-16,0.963757895382351,1.1102230246251565e-16,0.5028571428571429,0.0
thyroid_sick,EditedNearestNeighbours,GBM,0.83894640643974,0.0,0.9894039735099337,1.1102230246251565e-16,0.9980989758999204,0.0,0.9130434782608695,0.0
thyroid_sick,EditedNearestNeighbours,XGBoost,0.8186998112422816,1.1102230246251565e-16,0.9880794701986755,0.0,0.9984669160483228,0.0,0.9010989010989011,0.0
thyroid_sick,CondensedNearestNeighbour,KNN,0.26628467223341973,0.0,0.9165562913907286,1.1102230246251565e-16,0.92572208254124,0.0,0.4793388429752066,0.0
thyroid_sick,CondensedNearestNeighbour,RF,0.8078865534120357,0.0,0.9867549668874173,0.0,0.9976850432329674,0.0,0.8958333333333334,0.0
thyroid_sick,CondensedNearestNeighbour,LR,0.27550554829564333,0.0,0.8728476821192054,1.1102230246251565e-16,0.9437664806524806,0.0,0.4545454545454545,5.551115123125783e-17
thyroid_sick,CondensedNearestNeighbour,DT,0.8478964096657734,0.0,0.9894039735099337,1.1102230246251565e-16,0.984193904458208,1.1102230246251565e-16,0.9183673469387756,1.1102230246251565e-16
thyroid_sick,CondensedNearestNeighbour,SVM,0.30028129083700633,0.0,0.8781456953642384,0.0,0.9651070092598271,0.0,0.47727272727272735,5.551115123125783e-17
thyroid_sick,CondensedNearestNeighbour,GBM,0.7921235525595208,0.0,0.985430463576159,1.1102230246251565e-16,0.9950941313546331,1.1102230246251565e-16,0.88659793814433,1.1102230246251565e-16
thyroid_sick,CondensedNearestNeighbour,XGBoost,0.7091603901778634,0.0,0.9774834437086092,1.1102230246251565e-16,0.9955540565401361,0.0,0.8349514563106796,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,KNN,0.2948315577310683,0.0,0.9443708609271523,0.0,0.8946464708407433,1.1102230246251565e-16,0.5116279069767442,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,RF,0.7953786351857184,0.0,0.9867549668874173,0.0,0.9980683142208868,0.0,0.8837209302325582,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,LR,0.2811849042366234,0.0,0.8609271523178809,1.1102230246251565e-16,0.9581161464401792,1.1102230246251565e-16,0.450261780104712,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,DT,0.7483374390803127,0.0,0.9814569536423841,0.0,0.9596338995523397,1.1102230246251565e-16,0.86,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,SVM,0.32148958633266145,0.0,0.880794701986755,1.1102230246251565e-16,0.9613202918991843,0.0,0.4943820224719101,0.0
thyroid_sick,RepeatedEditedNearestNeighbours,GBM,0.8212092065845334,0.0,0.9880794701986755,0.0,0.9982216226160545,0.0,0.9032258064516128,1.1102230246251565e-16
thyroid_sick,RepeatedEditedNearestNeighbours,XGBoost,0.8010459570099776,0.0,0.9867549668874173,0.0,0.9982216226160545,0.0,0.8913043478260869,0.0
thyroid_sick,AllKNN,KNN,0.3070256262597178,0.0,0.9483443708609272,0.0,0.8974826761513459,0.0,0.5185185185185185,0.0
thyroid_sick,AllKNN,RF,0.7953786351857184,0.0,0.9867549668874173,0.0,0.9977923591095849,0.0,0.8837209302325582,0.0
thyroid_sick,AllKNN,LR,0.2811849042366234,0.0,0.8609271523178809,1.1102230246251565e-16,0.9593426136015208,0.0,0.450261780104712,0.0
thyroid_sick,AllKNN,DT,0.8777920354536237,0.0,0.9920529801324504,0.0,0.9652756484945118,1.1102230246251565e-16,0.9347826086956521,1.1102230246251565e-16
